#HDR:lifnr,matnr,maktx
"0000200141","0-80-1486-4000","PASTA LIQUIDA PARA PULIDO"
"0000200141","0-80-1487-4000","PASTA SOLIDA PARA BRILLO"
"0000200141","0-80-1488-4000","PASTA SOLIDA PARA PULIDO"
"0000200141","0-80-1489-4000","RUEDA PLIZADAS RESINADA DIAM 400X180"
"0000200141","0-80-1490-4000","MANTA DE ALGODON BLANCA P/BRILLO DIAM960"
"0000200141","0-80-1491-4000","RUEDA PLIZADAS RESINADA DIAM 500X180"
"0000200141","0-80-1492-4000","PASTA LIQUIDA PARA BRILLO"
"0000200141","0-80-1493-4000","RUEDA LIZADA BLANCA RIO DIAM 400X180"
"0000200141","0-80-1494-4000","RUEDA LIZADA BLANCA RIO DIAM 500X180"
"0000200150","0-80-0149-4000","NIQUEL S ROUND"
"0000200150","0-80-1442-4000","NIQUEL INCO P-PELLET"
"0000200165","0-80-1499-4000","EURO Cr-20"
"0000200166","0-80-1479-4000","PAPEL FIN-3050 48D 1L 60"
"0000200166","0-80-1517-4000","Papel Filtro Mod. FIN-500W-35D 1L60"
"0000200166","0-80-1541-4000","PLACA AC-160 48D1L60 CARBOPACK GRANDE"
"0000200166","0-80-1542-4000","PLACA AC-160 35D1L60 CARBOPACK CHICO"
"0000200166","0-80-1543-4000","PAPEL FILTRO MODELO FIN-305 35D 1L6"
"0000200166","0-80-1547-4000","SAL PELLET TRU SOFT"
"0000200166","0-80-1641-4000","FILTRO DE PAPEL DELGADO DE 48"""
"0000200166","0-80-1758-4000","Bolsa Filtrante Tipo Costal"
"0000200166","0-80-1759-4000","Bolsa Filtrante Costuras en Esquinas"
"0000200166","0-80-1760-4000","Papel Filtro Modelo FIN-305 21D 1L40"
"0000200198","0-80-0053-4000","RUEDA POLIURETANO 10X1X1-3/8 C-80"
"0000200198","0-80-0054-4000","RUEDA POLIURETANO 10X1/2X1-3/8 C-80"
"0000200198","0-80-0055-4000","RUEDA POLIURETANO 10X1/2X1-3/8 C-60"
"0000200198","0-80-0163-4000","MANTA ABIERTA CHICA 5""X2""X1/2"""
"0000200198","0-80-0180-4000","MANTA CONV. 14""X1-3/4"" 40, BHVR-M-5CC"
"0000200198","0-80-0518-4000","RUEDA DE SISAL 5""X1/2"""
"0000200198","0-80-0562-4000","MANTA CONV. 5""X1/2"" 20, M-100-2CC (BCA)"
"0000200198","0-80-0943-4000","RUEDA POLIURETANO 254X25X35 (MM) C-60"
"0000200198","0-80-1029-4000","MANTA CONV. DE POPELINA 30X2 3/4"" 40C6CC"
"0000200198","0-80-1297-4000","MANTA CONV 22X1-3/4, 40, MSM, 4CC"
"0000200211","0-80-0968-4000","F08-2700-PVC"
"0000200225","0-80-1555-4000","PUNTA PARA RACK  D-02   (2-1/1)"
"0000200225","0-80-1556-4000","PUNTA PARA RACK  D-03   (3-1/1)"
"0000200225","0-80-1557-4000","PUNTA PARA RACK  D-04   (3-1/2)"
"0000200225","0-80-1558-4000","PUNTA PARA RACK  D-05   (6-1/1)"
"0000200225","0-80-1559-4000","PUNTA PARA RACK  D-08   (9-1/3)"
"0000200225","0-80-1560-4000","PUNTA PARA RACK D-10 (12-1/2)"
"0000200225","0-80-1561-4000","PUNTA PARA RACK  D-11   (13-1/2)"
"0000200225","0-80-1562-4000","PUNTA PARA RACK  D-12   (14-1/2)"
"0000200225","0-80-1563-4000","PUNTA PARA RACK  D-13   (16-1/1)"
"0000200225","0-80-1565-4000","PUNTA PARA RACK  D-16   (20-1/1)"
"0000200225","0-80-1566-4000","PUNTA PARA RACK  D-19   (23-1/2)"
"0000200225","0-80-1567-4000","PUNTA PARA RACK  D-20   (26-1/1)"
"0000200225","0-80-1569-4000","PUNTA PARA RACK  D-23   (29-1/1)"
"0000200225","0-80-1570-4000","PUNTA PARA RACK  D-24   (30-1/1)"
"0000200225","0-80-1571-4000","PUNTA PARA RACK  D-27   (34-2/2)"
"0000200225","0-80-1572-4000","PUNTA PARA RACK  D-30   (40-1/1)"
"0000200225","0-80-1573-4000","PUNTA PARA RACK  D-32   (42-1/1)"
"0000200225","0-80-1576-4000","PUNTA PARA RACK  D-35   (45-1/1)"
"0000200225","0-80-1577-4000","PUNTA PARA RACK  D-36   (49-1/1)"
"0000200225","0-80-1578-4000","PUNTA PARA RACK  D-37   (50-1/1)"
"0000200225","0-80-1579-4000","PUNTA PARA RACK  D-38   (51-1/1)"
"0000200225","0-80-1581-4000","PUNTA PARA RACK  D-41   (56-1/2)"
"0000200225","0-80-1582-4000","PUNTA PARA RACK  D-44   (59-1/1)"
"0000200225","0-80-1583-4000","PUNTA PARA RACK  D-45   (61-1/1)"
"0000200225","0-80-1584-4000","PUNTA PARA RACK  D-53   (70-2/2)"
"0000200225","0-80-1585-4000","PUNTA PARA RACK  D-55   (78-1/1)"
"0000200225","0-80-1586-4000","PUNTA PARA RACK  D-60   (86-1/1)"
"0000200225","0-80-1587-4000","PUNTA PARA RACK  D-64   (91-1/1)"
"0000200225","0-80-1588-4000","PUNTA PARA RACK  D-73   (108-1/1)"
"0000200225","0-80-1589-4000","PUNTA PARA RACK  D-76   (117-1/1)"
"0000200225","0-80-1590-4000","PUNTA PARA RACK  D-87   (168-1/1)"
"0000200225","0-80-1591-4000","PUNTA PARA RACK  D-89   (170-1/1)"
"0000200225","0-80-1592-4000","PUNTA PARA RACK  D-90   (172-1/1)"
"0000200225","0-80-1593-4000","PUNTA PARA RACK  D-91   (175-1/1)"
"0000200225","0-80-1594-4000","PUNTA PARA RACK  D-93   (171-1)"
"0000200225","0-80-1595-4000","PUNTA PARA RACK  S-01   (1-2/2)"
"0000200225","0-80-1596-4000","PUNTA PARA RACK  S-06   (9-2/3)"
"0000200225","0-80-1597-4000","PUNTA PARA RACK  S-14   (21-2/2)"
"0000200225","0-80-1599-4000","PUNTA PARA RACK  S-16   (24-2/2)"
"0000200225","0-80-1600-4000","PUNTA PARA RACK  S-17   (33-2/2)"
"0000200225","0-80-1601-4000","PUNTA PARA RACK  S-18   (34-2/2)"
"0000200225","0-80-1602-4000","PUNTA PARA RACK  S-19   (35-1/2)"
"0000200225","0-80-1603-4000","PUNTA PARA RACK  S-20   (35-2/2)"
"0000200225","0-80-1604-4000","PUNTA PARA RACK  S-21   (56-2/2)"
"0000200225","0-80-1605-4000","PUNTA PARA RACK  S-27   (70-1/2)"
"0000200225","0-80-1606-4000","PUNTA PARA RACK  S-28   (83-2/2)"
"0000200225","0-80-1607-4000","PUNTA PARA RACK  S-34   (63-1/2)"
"0000200225","0-80-1608-4000","PUNTA PARA RACK  S-35   (63-2/2)"
"0000200225","0-80-1609-4000","PUNTA PARA RACK  S-36   (64-1/2)"
"0000200225","0-80-1610-4000","PUNTA PARA RACK  D-09   (10-1/2)"
"0000200225","0-80-1611-4000","PUNTA PARA RACK  D-22   (28-1/1)"
"0000200225","0-80-1612-4000","PUNTA PARA RACK  D-25   (32-1/1)"
"0000200225","0-80-1614-4000","PUNTA PARA RACK  D-31   (41-1/1)"
"0000200225","0-80-1615-4000","PUNTA PARA RACK  D-40   (53-1/1)"
"0000200225","0-80-1616-4000","PUNTA PARA RACK  D-42   (57-1/2)"
"0000200225","0-80-1617-4000","PUNTA PARA RACK  D-43   (58-1/2)"
"0000200225","0-80-1618-4000","PUNTA PARA RACK  S-07   (9-3/3)"
"0000200225","0-80-1620-4000","PUNTA PARA RACK  S-09   (12-2/2)"
"0000200225","0-80-1621-4000","PUNTA PARA RACK  S-10   (13-2/2)"
"0000200225","0-80-1622-4000","PUNTA PARA RACK  S-13   (15-3/3)"
"0000200225","0-80-1623-4000","PUNTA PARA RACK  S-22   (57-2/2)"
"0000200225","0-80-1624-4000","PUNTA PARA RACK  S-23   (58-2/2)"
"0000200225","0-80-1626-4000","PUNTA PARA RACK  D-50   (66-1/2)"
"0000200225","0-80-1627-4000","PUNTA PARA RACK  D-54   (77-1/1)"
"0000200225","0-80-1628-4000","PUNTA PARA RACK  D-66   (94-1/1)"
"0000200225","0-80-1629-4000","PUNTA PARA RACK  D-72   (102-1/1)"
"0000200225","0-80-1631-4000","PUNTA PARA RACK  S-33   (133-2/2)"
"0000200225","0-80-1633-4000","Punta para rack  D-74   (109-1/1)"
"0000200225","0-80-1634-4000","Punta para rack  D-98   (191-1/2)"
"0000200225","0-80-1635-4000","Punta para rack  D-99   (191-2/2)"
"0000200225","0-80-1636-4000","Punta para rack  S-30   (127-2/2)"
"0000200225","0-80-1637-4000","Punta para rack  S-43   (66-2/2)"
"0000200225","0-80-1638-4000","Punta para rack  S-46   (145-1/1)"
"0000200225","0-80-1639-4000","Punta para rack  D-16   (220-1/2)"
"0000200225","0-80-1642-4000","PUNTA PARA RACK   D-01   (1-1/3)"
"0000200225","0-80-1643-4000","PUNTA PARA RACK   D-06   (7-1/2)"
"0000200225","0-80-1644-4000","PUNTA PARA RACK   D-07   (8-1/2)"
"0000200225","0-80-1654-4000","PUNTA PARA RACK   D-51   (67-1/2)"
"0000200225","0-80-1655-4000","PUNTA PARA RACK   D-52   (69-1/2)"
"0000200225","0-80-1658-4000","PUNTA PARA RACK   D-58   (72-1/1)"
"0000200225","0-80-1659-4000","PUNTA PARA RACK   D-59   (82-1/1)"
"0000200225","0-80-1660-4000","PUNTA PARA RACK   D-61   (87-1/1)"
"0000200225","0-80-1661-4000","PUNTA PARA RACK   D-62   (89-1/2)"
"0000200225","0-80-1662-4000","PUNTA PARA RACK   D-63   (90-1/1)"
"0000200225","0-80-1663-4000","PUNTA PARA RACK   D-65   (92-1/1)"
"0000200225","0-80-1664-4000","PUNTA PARA RACK   D-67   (95-1/1)"
"0000200225","0-80-1666-4000","PUNTA PARA RACK   D-69   (98-1/2)"
"0000200225","0-80-1667-4000","PUNTA PARA RACK   D-70   (99-1/1)"
"0000200225","0-80-1668-4000","PUNTA PARA RACK   D-71   (100-171)"
"0000200225","0-80-1669-4000","PUNTA PARA RACK   D-75   (116-1/1)"
"0000200225","0-80-1670-4000","PUNTA PARA RACK   D-77   (121-1/1)"
"0000200225","0-80-1671-4000","PUNTA PARA RACK   D-78   (123-1/1)"
"0000200225","0-80-1673-4000","PUNTA PARA RACK   D-80   (137-1/2)"
"0000200225","0-80-1674-4000","PUNTA PARA RACK   D-81   (144-1/1)"
"0000200225","0-80-1675-4000","PUNTA PARA RACK   D-82"
"0000200225","0-80-1677-4000","PUNTA PARA RACK   D-85   (160-1/1)"
"0000200225","0-80-1678-4000","PUNTA PARA RACK   D-86   (167-1/2)"
"0000200225","0-80-1679-4000","PUNTA PARA RACK   D-88   (122-1/3)"
"0000200225","0-80-1682-4000","PUNTA PARA RACK   D-95   (214-1/2)"
"0000200225","0-80-1683-4000","PUNTA PARA RACK   D-96   (135-1/2)"
"0000200225","0-80-1684-4000","PUNTA PARA RACK   D-97   (140-1/4)"
"0000200225","0-80-1685-4000","PUNTA PARA RACK   D-100  (193-1/2)"
"0000200225","0-80-1686-4000","PUNTA PARA RACK   D-101  (239-1/1)"
"0000200225","0-80-1688-4000","PUNTA PARA RACK   D-103"
"0000200225","0-80-1689-4000","PUNTA PARA RACK   D-104  (223-1/1)"
"0000200225","0-80-1690-4000","PUNTA PARA RACK   D-105  (229-1/2)"
"0000200225","0-80-1692-4000","PUNTA PARA RACK   D-107  (244-1/1)"
"0000200225","0-80-1693-4000","PUNTA PARA RACK   D-108  (245-1/2)"
"0000200225","0-80-1695-4000","PUNTA PARA RACK   D-110  (251-1/1)"
"0000200225","0-80-1696-4000","PUNTA PARA RACK   D-111  (253-1/2)"
"0000200225","0-80-1700-4000","PUNTA PARA RACK   D-115  (264-1/2)"
"0000200225","0-80-1701-4000","PUNTA PARA RACK   D-116  (190-1/2)"
"0000200225","0-80-1702-4000","PUNTA PARA RACK   D-117  (241-1/1)"
"0000200225","0-80-1704-4000","PUNTA PARA RACK   D-119"
"0000200225","0-80-1706-4000","PUNTA PARA RACK   S-02   (01-3/3)"
"0000200225","0-80-1707-4000","PUNTA PARA RACK   S-03   (04-2/2)"
"0000200225","0-80-1708-4000","PUNTA PARA RACK   S-04   (07-2/2)"
"0000200225","0-80-1709-4000","PUNTA PARA RACK   S-05   (08-2/2)"
"0000200225","0-80-1710-4000","PUNTA PARA RACK   S-11   (14-2/2)"
"0000200225","0-80-1711-4000","PUNTA PARA RACK   S-12   (15-2/3)"
"0000200225","0-80-1712-4000","PUNTA PARA RACK   S-24   (67-2/2)"
"0000200225","0-80-1714-4000","PUNTA PARA RACK   S-26   (69-2/2)"
"0000200225","0-80-1715-4000","PUNTA PARA RACK   S-29   (98-2/2)"
"0000200225","0-80-1716-4000","PUNTA PARA RACK   S-31   (131-2/2)"
"0000200225","0-80-1721-4000","PUNTA PARA RACK   S-41   (180-1/1)"
"0000200225","0-80-1722-4000","PUNTA PARA RACK   S-42   (212-1/2)"
"0000200225","0-80-1724-4000","PUNTA PARA RACK   S-45   (135-2/2)"
"0000200225","0-80-1728-4000","PUNTA PARA RACK   S-50   (200-1/1)"
"0000200225","0-80-1732-4000","PUNTA PARA RACK   S-54   (242-1/2)"
"0000200225","0-80-1733-4000","PUNTA PARA RACK   S-55   (242-2/2)"
"0000200225","0-80-1735-4000","PUNTA PARA RACK   S-57   (220-2/2)"
"0000200225","0-80-1737-4000","PUNTA PARA RACK   S-59   (237-2/2)"
"0000200225","0-80-1741-4000","PUNTA PARA RACK   S-63"
"0000200225","0-80-1746-4000","PUNTA PARA RACK   S-68"
"0000200225","0-80-1748-4000","PUNTA PARA RACK   S-70   (56-2/2)"
"0000200225","0-80-1762-4000","PUNTA PARA RACK S-71"
"0000200225","0-80-1763-4000","PUNTA PARA RACK S-72"
"0000200225","0-80-1764-4000","PUNTA PARA RACK S-73"
"0000200225","0-80-1765-4000","PUNTA PARA RACK S-74"
"0000200225","0-80-1787-4000","Punta para Rack S-76 / P6918"
"0000200225","0-80-1788-4000","Punta para Rack S-77 / P6921"
"0000200225","0-80-1791-4000","Punta para Rack S-81 / P6978"
"0000200225","0-80-1797-4000","Punta para Rack D-125 / P6985"
"0000200225","0-80-1799-4000","Punta para Rack D-126 / P6998"
"0000200225","0-80-1801-4000","Punta para Rack D-128 / P7000"
"0000200225","0-80-1802-4000","Punta para Rack D-129 / P7000"
"0000200225","0-80-1813-4000","Punta para Rack D-130 / P7045"
"0000200225","0-80-1814-4000","Punta para Rack D-131 / P7046"
"0000200225","0-80-1818-4000","Punta para Rack D-134 / P7171"
"0000200241","WC-DUB","WC DUBAI BLANCO"
"0000200276","0-80-1558-4000","PUNTA PARA RACK  D-05   (6-1/1)"
"0000200276","0-80-1607-4000","PUNTA PARA RACK  S-34   (63-1/2)"
"0000200276","0-80-1702-4000","PUNTA PARA RACK   D-117  (241-1/1)"
"0000200306","0-80-0121-4000","SULFATO DE NIQUEL LIQUIDO"
"0000200306","0-80-0149-4000","NIQUEL S ROUND"
"0000200306","0-80-1442-4000","NIQUEL INCO P-PELLET"
"0000200315","0-80-0128-4000","PERCLOROETILENO"
"0000200324","0-80-0007-4000","ACIDO BÓRICO"
"0000200324","0-80-0201-4000","CARBON ACTIVADO"
"0000200324","0-80-1749-4000","Activ ZR"
"0000200324","0-80-1751-4000","Acido Citrico"
"0000200324","0-80-1766-4000","Compuesto SU"
"0000200324","0-80-1769-4000","EPI-ACTIV"
"0000200326","0-80-1570-4000","PUNTA PARA RACK  D-24   (30-1/1)"
"0000200326","0-80-1573-4000","PUNTA PARA RACK  D-32   (42-1/1)"
"0000200326","0-80-1580-4000","PUNTA PARA RACK  D-39   (52-1/1)"
"0000200326","0-80-1591-4000","PUNTA PARA RACK  D-89   (170-1/1)"
"0000200326","0-80-1592-4000","PUNTA PARA RACK  D-90   (172-1/1)"
"0000200326","0-80-1655-4000","PUNTA PARA RACK   D-52   (69-1/2)"
"0000200326","0-80-1700-4000","PUNTA PARA RACK   D-115  (264-1/2)"
"0000200326","0-80-1702-4000","PUNTA PARA RACK   D-117  (241-1/1)"
"0000200326","0-80-1714-4000","PUNTA PARA RACK   S-26   (69-2/2)"
"0000200326","0-80-1722-4000","PUNTA PARA RACK   S-42   (212-1/2)"
"0000200400","0-80-0358-4000","Banda de lija P100 de 12""x138"""
"0000200400","0-80-0359-4000","Banda de lija P320 de 12""x138"""
"0000200400","0-80-0362-4000","Banda de lija P400 de 12""x138"""
"0000200400","0-80-0369-4000","Banda de lija P240 de 12""x138"""
"0000200400","0-80-0376-4000","Banda de lija P80 de 12""x138"""
"0000200400","0-80-0496-4000","BANDA-LIJA 12""X138"" KK511X P80 (VSM)"
"0000200400","0-80-0499-4000","BANDA-LIJA 12""X138"" KK511X P240 (VSM)"
"0000200400","0-80-0536-4000","Banda de lija P100 de 12""x118"""
"0000200400","0-80-0537-4000","Banda de lija P240 de 12""x118"""
"0000200400","0-80-0563-4000","Banda de lija P320 de 12""x118"""
"0000200400","0-80-0618-4000","Banda de lija P80 de 12""x118"""
"0000200400","0-80-0652-4000","Banda de lija P400 de 12”x118”"
"0000200400","0-80-1144-4000","BANDA-LIJA 305X250 1 KK511J P100 EVO7"
"0000200400","0-80-1146-4000","Banda de lija P240 de 12""x98.5"""
"0000200400","0-80-1147-4000","Banda de lija P320 de 12""x98.5"""
"0000200400","0-80-1148-4000","Banda de lija P400 de 12""x98.5"""
"0000200400","0-80-1504-4000","Lija Deerfos JC122 P80 DE 12""X3M"
"0000200400","0-80-1505-4000","Lija Deerfos JC122 P100 DE 12""X3M"
"0000200400","0-80-1506-4000","Lija Deerfos JC122 P240 DE 12""X3M"
"0000200400","0-80-1507-4000","Lija Deerfos JC122 P320 DE 12""X3M"
"0000200400","0-80-1508-4000","Lija Deerfos JC122 P400 DE 12""X3M"
"0000200400","0-80-1509-4000","Lija Deerfos JC122 P320 DE 12""X3.5M"
"0000200400","0-80-1510-4000","Lija Deerfos JC122 P80 DE 12""X3.5M"
"0000200400","0-80-1511-4000","Lija Deerfos JC122 P100 DE 12""X3.5M"
"0000200400","0-80-1512-4000","Lija Deerfos JC122 P240 DE 12""X3.5M"
"0000200400","0-80-1513-4000","Lija Deerfos JC122 P400 DE 12""X3.5M"
"0000200400","0-80-1514-4000","Lija Deerfos JC122 P240 DE 12""X2.5M"
"0000200400","0-80-1515-4000","Lija Deerfos JC122 P320 DE 12""X2.5M"
"0000200400","0-80-1516-4000","Lija Deerfos JC122 P400 DE 12""X2.5M"
"0000200410","0-80-0198-4000","ACÍDO CRÓMICO HOJUELAS"
"0000200416","0-80-0201-4000","CARBON ACTIVADO"
"0000200416","0-80-1541-4000","PLACA AC-160 48D1L60 CARBOPACK GRANDE"
"0000200416","0-80-1542-4000","PLACA AC-160 35D1L60 CARBOPACK CHICO"
"0000200416","0-80-1547-4000","SAL PELLET TRU SOFT"
"0000200435","0-80-0007-4000","ACIDO BÓRICO"
"0000200435","0-80-0121-4000","SULFATO DE NIQUEL LIQUIDO"
"0000200435","0-80-0198-4000","ACÍDO CRÓMICO HOJUELAS"
"0000200435","0-80-0203-4000","CLORURO DE NIQUEL LÍQUIDO C/200"
"0000200435","0-80-0230-4000","SOSA LIQUIDA AL 50%"
"0000200435","0-80-1520-4000","SULFATO DE NIQUEL LIQUIDO   AC2"
"0000200435","0-80-1521-4000","CLORURO DE NIQUEL LIQUIDO “A”  AC2"
"0000200435","0-80-1522-4000","SOSA CAUSTICA LIQUIDA RAYON 50% AC2"
"0000200440","0-80-1002-4000","RDA. MELLARE 300 X 10 X 110 MM G-320J"
"0000200440","0-80-1049-4000","RDA. LAMELLARI TELAXFRAST. 165X50X54 G18"
"0000200440","0-80-1057-4000","RUEDA STAGGER SLASH 203X51X35MM G 80F"
"0000200440","0-80-1317-4000","30MM X 622MM  KK511J Gr. 240"
"0000200440","0-80-1318-4000","30MM X 622MM  KK511J Gr. 320"
"0000200440","0-80-1319-4000","30MM X 622MM  KK511J  Gr. 400"
"0000200440","0-80-1406-4000","BANDA A45 29X622MM"
"0000200440","0-80-1407-4000","BANDA A16 29X622MM"
"0000200440","0-80-1408-4000","BANDA G180 29X622MM"
"0000200440","0-80-1436-4000","BANDA TRIZACT  907 G-A16 DE 12”X118”"
"0000200440","0-80-1482-4000","LIJA KLINGSPORT GRANO 80 H 300X3500"
"0000200440","0-80-1485-4000","LIJA KLINGSPORT GRANO 100H300X3500"
"0000200440","0-80-1509-4000","Lija Deerfos JC122 P320 DE 12""X3.5M"
"0000200440","0-80-1512-4000","Lija Deerfos JC122 P240 DE 12""X3.5M"
"0000200440","0-80-1513-4000","Lija Deerfos JC122 P400 DE 12""X3.5M"
"0000200440","0-80-1519-4000","237AA Banda Trizact A45 de 12” X 118”"
"0000200440","0-80-1632-4000","Banda Fibra Marrón 29x622 mm"
"0000200440","0-80-1809-4000","Banda de lija 723D Gr 100 12""x118"""
"0000200440","0-80-1810-4000","Banda de lija 723D Gr 220 12""x118"""
"0000200440","0-80-1811-4000","Banda de lija 217EA A45 12""x118"""
"0000200448","0-80-1038-4000","RDA. FLAP SLOTTED 8X2X2 KK511JP80"
"0000200448","0-80-1039-4000","RDA. FLAP SLOTTED 8X2X2 KK511JP150"
"0000200448","0-80-1070-4000","RDA.LAMELLARIFRASTAGLIATE300X20X110-320J"
"0000200448","0-80-1071-4000","RDA.LAMELLARIFRASTAGLIATE300X30X110-320J"
"0000200448","0-80-1531-4000","Ruote Lam.Frast.KA537 P80 120x35 f.25"
"0000200448","0-80-1532-4000","Ruote Lam.Frast.KA537 P220 120x35 f.25"
"0000200448","0-80-1533-4000","Ruote Lam.Frast.KA537 P220 180x55 f.25"
"0000200448","0-80-1534-4000","Ruote Lam.Frast.KA537 P80 250x100 f.25"
"0000200448","0-80-1535-4000","Ruote Lam.Frast.KA537 P220 250x100 f.25"
"0000200448","0-80-1536-4000","Ruote Lam.Frast.KA537 P180 120x35 f.25"
"0000200448","0-80-1537-4000","Ruote Lam.Frast.KA537 P180 180x55 f.25"
"0000200448","0-80-1538-4000","Ruote Lam.Frast.KA537 P180 250x100 f.25"
"0000200448","0-80-1539-4000","Ruote Lam.Frast.KA537 P80 180x55 f.25"
"0000200448","0-80-1819-4000","Banda Lija Deerfos 3000x300 KA537PV19G15"
"0000200448","0-80-1820-4000","Banda Lija Deerfos 3000x300 KA537PV19G32"
"0000200449","0-80-0198-4000","ACÍDO CRÓMICO HOJUELAS"
"0000200449","0-80-0305-4000","BISULFITO DE SODIO"
"0000200456","0-80-0007-4000","ACIDO BÓRICO"
"0000200456","0-80-0201-4000","CARBON ACTIVADO"
"0000200456","0-80-1307-4000","U217561DY POWDERED SF-10 CELULOSA"
"0000200456","0-80-1308-4000","U217560DY  POWDERED SF-60 CELULOSA"
"0000200473","0-80-1524-4000","ZR TARGET"
"0000200510","0-80-0578-4000","FIBRA FLAP 3MM ROJA  ( 6"" X 2"" X 1"" )"
"0000200510","0-80-0579-4000","FIBRA FLAP 3MM ROJA  ( 6"" X 1"" X 1"" )"
"0000200545","0-80-0900-4000","RDA. VULKOLAN 500 X 50 X 64 MM"
"0000200545","0-80-0902-4000","RDA. VULKOLAN 500 X 70 X 64 MM"
"0000200545","0-80-0989-4000","RDA. VULKOLLAN 100 X 50 X 35 MM"
"0000200545","0-80-1004-4000","RDA. PIEL Y ESPUMA PS 400X35H100 SH30/35"
"0000200545","0-80-1006-4000","RDA. VULKOLLAN VLS 400X35H100 SH 30/35"
"0000200545","0-80-1007-4000","RDA. VULKOLLAN VLS 400X35H50 SH 30/35"
"0000200545","0-80-1026-4000","POLEA WULKOLLAN 300X100 55H7 20SH RANUR"
"0000200545","0-80-1042-4000","RDA. VULKOLLAN 200 X 50 X 35 SH 40/45"
"0000200545","0-80-1043-4000","RDA. VULKOLLAN 200 X 100 X 35 SH 40/45"
"0000200545","0-80-1072-4000","RDA. VULKOLLAN 300 X 30 X 35 MM"
"0000200545","0-80-1073-4000","RDA. VULKOLLAN 300 X 20 X 35 MM"
"0000200545","0-80-1074-4000","RDA. VULKOLLAN 300 X 60 X 35 MM"
"0000200545","0-80-1075-4000","RDA. VULKOLLAN 300 X 100 X 35 MM"
"0000200545","0-80-1375-4000","RDA. VULLKOLLANN VENTILADO 300XH60X35"
"0000200545","0-80-1376-4000","RDA. VULLKOLLANN VENTILADO 300XH100X35"
"0000200545","0-80-1405-4000","RDAS E/NEOPLENE RANURADAS 250X100X35MM"
"0000200545","0-80-1434-4000","RDA. VULKOLLAN 400 X 150 X 35 MM."
"0000200545","0-80-1523-4000","Rda.Vulkollan lamelle SH30/35,400x150x35"
"0000200551","0-80-1458-4000","FOFLOC 25"
"0000200551","0-80-1545-4000","COAGULANTE DC-100"
"0000200551","0-80-1546-4000","ANTIESPUMANTE DN-50"
"0000200675","0-80-1001-4000","RDA. MELLARE 300 X 10 X 110 MM G-240J"
"0000200675","0-80-1068-4000","RUEDA FLAP SL 14X1-1/8X6-1/2 KK511J P220"
"0000200675","0-80-1531-4000","Ruote Lam.Frast.KA537 P80 120x35 f.25"
"0000200675","0-80-1532-4000","Ruote Lam.Frast.KA537 P220 120x35 f.25"
"0000200675","0-80-1533-4000","Ruote Lam.Frast.KA537 P220 180x55 f.25"
"0000200675","0-80-1534-4000","Ruote Lam.Frast.KA537 P80 250x100 f.25"
"0000200675","0-80-1535-4000","Ruote Lam.Frast.KA537 P220 250x100 f.25"
"0000200675","0-80-1537-4000","Ruote Lam.Frast.KA537 P180 180x55 f.25"
"0000200675","0-80-1539-4000","Ruote Lam.Frast.KA537 P80 180x55 f.25"
"0000200679","0-80-1027-4000","POLEA DE ARRASTRE CORCHO 200X100"
"0000200695","0-80-1757-4000","PLASTISOL GEON TM 9010-2 BLACK NON-LEADE"
"0000200734","0-80-1640-4000","DECALYTE 477"
